comment,cid,author,videoId,pageUrl,commentsCount,title
Fighters time! It's a WAR!!!!,Ugzd1fXuzv4R4ti0-EF4AaABAg.9pLxYjEd1OS9pN94cCGQqF,@cestmoi1390,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
Barter my booty . Slave labor for a subway samich,Ugzd1fXuzv4R4ti0-EF4AaABAg.9pLxYjEd1OS9pMWrjZLKLE,@derpfrog5625,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
​ @DennisHaskens  parachute pants for the win!,Ugzd1fXuzv4R4ti0-EF4AaABAg.9pLxYjEd1OS9pMKnHZwU7W,@Eyes0penNoFear,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
Haha this one has a sense of humor 😂🎉,Ugzd1fXuzv4R4ti0-EF4AaABAg.9pLxYjEd1OS9pM18-tzPTU,@DennisHaskens,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
Sleepy Joe & his boss Obama don't care they do what they planned to do,Ugzw3eeNopP7pwFNYUt4AaABAg.9pLwvTqXXKA9pO3Qn0YX9g,@vickVIDEOs3682,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
things must change in order to be the same,Ugzw3eeNopP7pwFNYUt4AaABAg.9pLwvTqXXKA9pMEmPq38du,@jackduras6238,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
 @RussCR5187  ..that little scheme has fallen apart,Ugzw3eeNopP7pwFNYUt4AaABAg.9pLwvTqXXKA9pM1bwbskhP,@guyinthesky6696,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
"The whole point, I think, is to keep them in power and to keep the rest of us well contained.",Ugzw3eeNopP7pwFNYUt4AaABAg.9pLwvTqXXKA9pM1HbxLAH0,@RussCR5187,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
Nah..this is a desperate last ditch head fake before the dollar hegemony is decimated which will result in the balkanization of America. Invest in a real market... BRICS,Ugzw3eeNopP7pwFNYUt4AaABAg.9pLwvTqXXKA9pM-hM5qNJs,@guyinthesky6696,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
I’ve been making similar comments. We’re physically seeing what was just words decades ago. Indeed a wake up call!,UgyiDKyHZJeLk2Ga8ah4AaABAg.9pLwpKZiONU9pMPUfDomTO,@krisjustin3884,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
And how lucky are you! Finally the time is here...never before things are happening as foretold. My mother said the same thing. Then I pointed out to her that in fact the time has finally come because things are occurring now that she has never seen in her whole life. She is excited,UgyiDKyHZJeLk2Ga8ah4AaABAg.9pLwpKZiONU9pM0n5VMl14,@DennisHaskens,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
 @genie-us518  and hello to you as well.,UgynAIfAr2KnciV_0WJ4AaABAg.9pLwp0LPZeE9pkn14s463m,@DennisHaskens,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
"​ @DennisHaskens  
He is not lying",UgynAIfAr2KnciV_0WJ4AaABAg.9pLwp0LPZeE9pkm8RROyGK,@genie-us518,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
" @tonygarcia4827  In my opinion, it's the proper response for them to have in trying to protect their citizens from CBDC.",UgynAIfAr2KnciV_0WJ4AaABAg.9pLwp0LPZeE9pNPW7GYCbI,@RussCR5187,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
 @RussCR5187 is that a good thing or a bad thing for Texas?,UgynAIfAr2KnciV_0WJ4AaABAg.9pLwp0LPZeE9pMjLwNXEst,@tonygarcia4827,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
Utah already allows for use of gold and silver.  I'm glad I live there and prepared for the time to come.,UgynAIfAr2KnciV_0WJ4AaABAg.9pLwp0LPZeE9pMPWZBsXXg,@wheels893,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
 @RussCR5187  ..along with established currencies in UTAH and NEW HAMPSHIRE....Arizona also is active.,UgynAIfAr2KnciV_0WJ4AaABAg.9pLwp0LPZeE9pM3MQO-kwA,@guyinthesky6696,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
"Texas has already passed legislation and is now implementing a Sovereign State Bank and associated bullion depository.  A bill is now making its way through the state's legislature permitting establishment of a local, gold-based currency.  Tennessee is considering something similar.",UgynAIfAr2KnciV_0WJ4AaABAg.9pLwp0LPZeE9pM2WQF14DK,@RussCR5187,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
" @DennisHaskens  
I used to think Klaus had a significant amount of sway in the fourth turning.,but now I see he's just a wanna be along with his followers. The real power.,the real NEW WORLD ORDER is not  founded in the fantasy dystopias of corporate fascist. It is and will always be based in Truth. Those that stand with, defend, honor and seek Truth in this geo political distraction theater will rule. BRICS is the fore runner and ultimately will establish the written rules of fair trade and true market valuations. When their currencies are all commodity based...anyone can see the difference between CBDC or Fiat as it compares with commodity backed currencies. Real returns will be found in BRICS markets..not the West.",UgynAIfAr2KnciV_0WJ4AaABAg.9pLwp0LPZeE9pM1M2o6pgE,@guyinthesky6696,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
An exciting time. Remember Klaus Schwab said the people will be happy to eat bugs.  Ordinary citizens are too busy with life that they are going to be caught off guard.  Such cool times we are living in. And blessed are we who get to see the end! 🎉🎉,UgynAIfAr2KnciV_0WJ4AaABAg.9pLwp0LPZeE9pM-gnqUH-x,@DennisHaskens,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
I think this is a help yourself situation Jesus will keep you hanging,UgwDacLA7dcldHnkXaB4AaABAg.9pLwhCQXKI99pM9I1EI0Lk,@DUB-sential,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
 @XRP-Alchemy  Now that is a true pipe dream.,UgzMb0khNWj4pU-sxql4AaABAg.9pLwSEYUT1h9pMIM8FyjJ2,@JAAB9296,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
" @av98  Ok, so Reality Survival said; It is just a website that the creator of the Unicoin created to sell his idea of the IMF and the World bank to adopt his coin.
So that is correct but that is not the problem. The IMF is working with the creator in order to develop a coin (which there will be no coins) but a digital currency. This has been planned out for the last several years.
The ultimate end-goal is a one world currency, and it may come out of the IMF. At some point after many countries have launched their own CBDCs, those countries will end up using the IMFs digital currency for toooo many reasons to write about in this comment.",UgzMb0khNWj4pU-sxql4AaABAg.9pLwSEYUT1h9pMIEZEYN0P,@JAAB9296,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
" @chuckmorton8823 So you think this is fake news? Haha. If i am not mistaken, recently the Biden administration just hired a team of people to study and investigate the implications of a CBDC in America. Also, our Senate just wrote up a bill to introduce digital IDS which will be in conjunction with a CBDC. I only speak for what’s happening in my country.",UgzMb0khNWj4pU-sxql4AaABAg.9pLwSEYUT1h9pMEbxNLkzC,@Brujo2016,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
" @Brujo2016  Unfortunately, you don't know anything real. You have no inside information about this. You are just spouting ideas that are thrown around on the internet. Give me proof you know something different.",UgzMb0khNWj4pU-sxql4AaABAg.9pLwSEYUT1h9pMBNOP0Nws,@chuckmorton8823,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
Unfortunately this is real and it’s being developed right now. I am American so this is something that I am concerned about.,UgzMb0khNWj4pU-sxql4AaABAg.9pLwSEYUT1h9pMAhp6APko,@Brujo2016,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
truth,UgzMb0khNWj4pU-sxql4AaABAg.9pLwSEYUT1h9pM7LB_GbVN,@chuckmorton8823,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
XRP. The Standard. 🥇,UgzMb0khNWj4pU-sxql4AaABAg.9pLwSEYUT1h9pM6SYQV0mU,@XRP-Alchemy,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
Research everything.... Then you'll understand what is really going on...,UgzMb0khNWj4pU-sxql4AaABAg.9pLwSEYUT1h9pM4sWMoZVD,@christina2466w,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
​ @JAAB9296  what was the wrong thing in his statement?,UgzMb0khNWj4pU-sxql4AaABAg.9pLwSEYUT1h9pM4IfpU5fI,@av98,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
Your comment is way wrong. You should pay better attention to what is going on around the world and put two and two together.,UgzMb0khNWj4pU-sxql4AaABAg.9pLwSEYUT1h9pM24neCPSw,@JAAB9296,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
 @JAAB9296  Liquidity Crisis?🏦 Ripple/XRP to the Rescue!♒ ODL: On Demand Liquidity 🌊,UgzMb0khNWj4pU-sxql4AaABAg.9pLwSEYUT1h9pMchNH8pL6,@XRP-Alchemy,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
 @guyinthesky6696  Yup.  Texas is already well on the way there.,Ugx0RM_CE8EZ5hte6CN4AaABAg.9pLwQgXnwr49pM3yQfjTuL,@RussCR5187,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
Gold/Silver backed currencies issued by States.,Ugx0RM_CE8EZ5hte6CN4AaABAg.9pLwQgXnwr49pLx3KPzWI9,@guyinthesky6696,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
"​ @DennisHaskens  the Lord must weed out those who are not really his. Children of God thrive in difficult times. Those who are not his will yield those that are his will stand in spite of. The Spirit of the Lord again thrives in difficulty. Pray for patience and long suffering. He will help you.

“7. But we have this treasure in earthen vessels, that the excellency of the power may be of God, and not of us. 8. We are troubled on every side, yet not distressed; we are perplexed, but not in despair; 9. Persecuted, but not forsaken; cast down, but not destroyed; 10. Always bearing about in the body the dying of the Lord Jesus, that the life also of Jesus might be made manifest in our body.” (2Cor 4:7-10, KJV)",UgxvWt0TC1i1bYYvD_F4AaABAg.9pLvZP0FmxS9pjUzYF82Xa,@jaulj8,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
@guyinthesky6696  read the Bible and believe in Jesus Christ. He is real and the only way to salvation,UgxvWt0TC1i1bYYvD_F4AaABAg.9pLvZP0FmxS9pM3xJeqa33,@jamesSmith-fl5wv,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
@DennisHaskens  yea I understand but God's timing is perfect we just have to endure as Jesus said.,UgxvWt0TC1i1bYYvD_F4AaABAg.9pLvZP0FmxS9pM1k5fE_FN,@jamesSmith-fl5wv,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
jesus is dead! technological age is here! you are already in it by commenting here. Go figure.,UgxvWt0TC1i1bYYvD_F4AaABAg.9pLvZP0FmxS9pLz2quwPXH,@tspirit99,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
"For every high tech threat...
...there is a low tech solution. ~ sticky bomb",UgwA1_43Z_ma8jVWyZ94AaABAg.9pLvPyh_PaS9pNbOR-Wwcp,@guyinthesky6696,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
" @DennisHaskens  I've gotten pretty good at reading between the lines how they play their agendas out.. 

I don't think it's coincidence everyone's talking about AI at the moment particularly chat gpt I think for a couple reasons namely they want to roll out CBDC - the AI lack of jobs plays into that with UBI which would likely be paid in CBDC... 
They will make it difficult not to need it to survive they can't just get rid of cash too many will revolt so they will likely say to be able to provide ubi it will need machine learning AI to stabilise the system.

Then of course the big one with AI I noticed they are spinning up a story about ""the godfather of AI"" giving warning about the technology and quitting this is no doubt a b.s story as usual and relates to what they have planned for the tech (controlled fully by ""them"") 

To have people believe that it's sentient and thinks for itself which anyone with a functioning brain knows they wouldnt release if they could make such a thing.. then when the robots utilised start getting fruity with the public they'll pull a skynet situation saying it's out of their  control 
(ultimately the nwo will be governed and policed by the machine) fully controlled at its core but given the illusion to public that it's not.

They are defo trying to make the AI machine seem as though it's not subservient to people but still invoking a little of the general human psychologist tricks with the robots too.
Spot the dog for example robot being smaller than us so therefore we aren't looking up at intimidating machines and people can be simple so associate it with it being a friendly dog (subservient to man) - if they rolled out loads of ""Tyson"" robots yeah people wouldn't like that so slow and steady wins the race just so long as we don't think we can outsmart it.
Spots counterpart gymnastic robot being the basic size of a human will need a little time of seeing how helpful spot is  to humans.. says it all they are putting them into policing in America.",UgwA1_43Z_ma8jVWyZ94AaABAg.9pLvPyh_PaS9pMQMMnwVMa,@DUB-sential,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
 @DUB-sential  I'm sure they have an army of those robots ready to roll,UgwA1_43Z_ma8jVWyZ94AaABAg.9pLvPyh_PaS9pMMwELm7fp,@DennisHaskens,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
 @guyinthesky6696  they'll use small squads for each house. Strategy will win. Also send in robots.,UgwA1_43Z_ma8jVWyZ94AaABAg.9pLvPyh_PaS9pMLqmyeFJh,@DennisHaskens,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
me too,UgwA1_43Z_ma8jVWyZ94AaABAg.9pLvPyh_PaS9pMFIK1FZjk,@jackduras6238,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
​ @guyinthesky6696  my concern is what robotic tech they have hiding as the only way they can feasibly do it is with that. It's gonna be better than what We've been shown and that robotic dog they've rolled out is a psychological trick (man's best friend) they're conditioning people to accept these things and aren't those electric car chargers handy for quickly juicing them.. the electric car thing makes even more sense.😊,UgwA1_43Z_ma8jVWyZ94AaABAg.9pLvPyh_PaS9pM95OxYysT,@DUB-sential,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
 @DennisHaskens  they don't have an army big enough and they won't even get past day one.,UgwA1_43Z_ma8jVWyZ94AaABAg.9pLvPyh_PaS9pM6ADlLbCK,@guyinthesky6696,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
 @DennisHaskens  I'm not in America and my government won't find it,UgwA1_43Z_ma8jVWyZ94AaABAg.9pLvPyh_PaS9pM20OJEkQ8,@ijatpingrhyb,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
" @lorina8699  way before cbdc's become law, most places like Walmart and McDonald's and whatnot will only accept digital currency. And once cash becomes illegal the only two options is to use cbdcs, or starve. And starving is not really an option. Furthermore somebody in this comments section seems to think that just because the dollar bill says that it's legal tender that it must be taken for your purchases. But once cash is illegal all cash registers will only accept cbdcs.",Ugy5jbXscyUXQui2OHF4AaABAg.9pLvG6h0xY29pNH2P6IdPG,@DonaldMerrit,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
 @RussCR5187  yeah and the Constitution says you shall not infringe upon personal rights but you can see where that's got us.,Ugy5jbXscyUXQui2OHF4AaABAg.9pLvG6h0xY29pNG1cJWHsu,@DonaldMerrit,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
" @mikecollins9789   ohh it's more than possible!, as cash  has already lost most of its value and the new digital currency is supposed to be backed by gold or so that's what Biden is planning from what I've read",Ugy5jbXscyUXQui2OHF4AaABAg.9pLvG6h0xY29pMFRYlUeN2,@brianhenson6141,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
"Won't be possible, they will phase cash out of circulation. They will make it officially worthless.",Ugy5jbXscyUXQui2OHF4AaABAg.9pLvG6h0xY29pM6kPH5jtO,@mikecollins9789,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
 @RussCR5187  A piece of paper was made a currency using a law. Same law can be removed any day to convert it back to a paper.,Ugy5jbXscyUXQui2OHF4AaABAg.9pLvG6h0xY29pM3rZefvKb,@pragatirpatra,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
"​ @RussCR5187  what good is cash when they will stop printing it!?, you do know money gets old and worn out after so many years don't you!??, the registers at Aldi only take cards and no longer dispenses cash",Ugy5jbXscyUXQui2OHF4AaABAg.9pLvG6h0xY29pM3TX1XvVF,@brianhenson6141,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
Whew..glad it's cash only at my dispensary🥴,Ugy5jbXscyUXQui2OHF4AaABAg.9pLvG6h0xY29pM2urlb6fI,@guyinthesky6696,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
"Know also that you can force them to accept cash, as it is legal tender and by law MUST be accepted in satisfaction of all debts, public and private.  Says so right on the bills.",Ugy5jbXscyUXQui2OHF4AaABAg.9pLvG6h0xY29pM2rvDB1vi,@RussCR5187,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
​ @ShalomUSA  yes the f we do,Ugy5jbXscyUXQui2OHF4AaABAg.9pLvG6h0xY29pM2h5Z9o1t,@lorina8699,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
We won't have a choice but to,Ugy5jbXscyUXQui2OHF4AaABAg.9pLvG6h0xY29pLyhwlXqbU,@ShalomUSA,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
" @RussCR5187   yes they got us all well trained like sheep 🐑,  but complaining to staff won't do no good because they just work their, remember the corporation had those machines installed their",Ugy5jbXscyUXQui2OHF4AaABAg.9pLvG6h0xY29pNhaIKm7vC,@brianhenson6141,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
" @rebeccasoto2240  The natural rights to be a free person pursuing life, liberty, and happiness in a democratic society.  We are a republic.  The individual states have some latitude to respond to the CBDC situation.  As I have said elsewhere, Texas is already implementing a Sovereign State Bank, an associated bullion depository, and a local currency separate from the national currency.  Tennessee is pursuing a similar course.  Pressure your state to do the same.  We had a Revolutionary War to escape tyranny.  Shall we not do the same?",Ugy5jbXscyUXQui2OHF4AaABAg.9pLvG6h0xY29pNYG70ABgq,@RussCR5187,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
" @brianhenson6141  To me, the question is:  Which is worse, 1) looking up a manager at Aldi (and all similar places) to protest by making a noisy statement and insisting on your rights, or 2) wait passively until CBDC totally replaces cash and forever thereafter live as a controlled slave in a financial concentration camp?  Yes, it will be that bad.",Ugy5jbXscyUXQui2OHF4AaABAg.9pLvG6h0xY29pNXM4TOj5B,@RussCR5187,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
" @RussCR5187   hey riuss they just installed these self checkouts at Aldi, at least 8 of them, theirs only two regular checkouts on either end of store which is rarely maned, the reason Aldi is cheaper than the average store was less employees and overhead, half the time workers were pulling double duty as both cashier and stocking shelfs, now because of self checkouts they can save you long time waiting in line because of lack of workers, I understand them doing this to keep food costs low considering rising costs, but it's frustrating you have to use your card as theirs no place to insert cash!, but we can complain all we want but things have been heading in this direction for a long time, Walmart done it first, fortunately they still except cash, but Biden has already just launched CBDC so the dYs of printing of money is numbered",Ugy5jbXscyUXQui2OHF4AaABAg.9pLvG6h0xY29pNVxef5V4J,@brianhenson6141,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
​ @RussCR5187  what rights?the nation agreed from day one to give up their luberty by  borrowing from their hand and now you hold an IOU which makes you their slave.,Ugy5jbXscyUXQui2OHF4AaABAg.9pLvG6h0xY29pNSSrukTzg,@rebeccasoto2240,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
" @DonaldMerrit  Good point.  Spread that word.  Get people riled up.  Campaign for a popular rebellion.  Support your state in establishing a Sovereign State Bank, an associated bullion repository, and a local currency that offers an alternative to CBDC.  In my opinion, it's not reasonable to just sit back and watch it all happen.",Ugy5jbXscyUXQui2OHF4AaABAg.9pLvG6h0xY29pNQTu7QQ4A,@RussCR5187,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
" @DonaldMerrit  As long as the federal reserve notes exist, by law they must be accepted for the extinguishment of debts.  Congress changing the law to make them illegal is a separate issue.",Ugy5jbXscyUXQui2OHF4AaABAg.9pLvG6h0xY29pNQ0R6VrEa,@RussCR5187,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
 @pragatirpatra  True.  Let your congress persons know how you feel about CBDC.,Ugy5jbXscyUXQui2OHF4AaABAg.9pLvG6h0xY29pNOwKu0BYL,@RussCR5187,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
" @brianhenson6141  If you holler long enough, I'm pretty sure the folks at Aldi will take the cash.  It's happened before.  Legal tender is legal tender.  Nothing will happen unless we insist on our rights and take these occasions to spread the word.  At the very worst, pay by check instead of credit card, which is the way they use to gather information about you.",Ugy5jbXscyUXQui2OHF4AaABAg.9pLvG6h0xY29pNOcl5ULwU,@RussCR5187,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
 @RussCR5187  when the government Outlaws cash it will no longer be legal tender. Besides once the government turns everything over to cbdcs cash registers will only accept cbdcs. Believe me they have been working on this for so long they have all the Kinks worked out,Ugy5jbXscyUXQui2OHF4AaABAg.9pLvG6h0xY29pNHKqgWuZN,@DonaldMerrit,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
❤,UgxKcVhUw-saz7TViW54AaABAg,@tatoverde9312,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
"Very good report, well delivered, and informational. 😀👍",UgyaRHvb_tpB010NNEx4AaABAg,@gotreality,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
Right before Charles gets crowned....and the WHO also announced today the virus is no longer a world threat.  Keep your heads up people...its about to get real.,UgydRFxgbr1bTGlC5Gt4AaABAg,@thegracieshow312,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
Unicorn fart dust= created out of thin air= poof💥,UgyKRfPs3xmkWSGqqR94AaABAg,@Smiling_mike,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
"""A nation of sheep will beget a government of wolves.""",UgyBKZwLFf_28sKU0Kt4AaABAg,@goosecouple,n-pQjhh70G8,https://www.youtube.com/watch?v=n-pQjhh70G8,1742,🔴 GET READY: CBDC Has Been LAUNCHED by the World Bank and the IMF
